NUTS3_addit_demolition,gfa_sfh_1977,gfa_sfh_77_90,gfa_sfh_90_17,gfa_sfh_2017__,gfa_mfh_1977,gfa_mfh_77_90,gfa_mfh_90_17,gfa_mfh_2017__,gfa_nres_1977,gfa_nres_77_90,gfa_nres_90_17,gfa_nres_2017__,XXX,gfa_total_2017,gfa_res_2017,gfa_nres_2017,gfa_total,gfa_re,gfa_nres,gfa_new
f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4
,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2
-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,567.11987,415.69989,151.42000,0.00000,0.00000,0.00000,0.00000
-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.24260,41.75120,32.49140,0.00000,0.00000,0.00000,0.00000
-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.24260,41.75120,32.49140,0.00000,0.00000,0.00000,0.00000
1.00000,8.62532,0.68857,0.87754,1.54527,24.19747,1.93228,2.46256,4.34346,25.35182,2.03923,2.59495,4.77878,0.00000,74.24260,41.75120,32.49140,79.43724,44.67247,34.76477,10.66751
-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,317.36942,235.91811,81.45130,0.00000,0.00000,0.00000,0.00000
-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,91.48801,65.83730,25.65070,0.00000,0.00000,0.00000,0.00000
1.00000,14.80527,2.77205,3.33849,2.35374,10.03459,1.87936,2.26340,1.59871,10.73339,2.02492,2.43501,1.80745,0.00000,53.60660,37.34590,16.26070,56.04637,39.04560,17.00076,5.75989
1.00000,6.12757,1.31492,1.99950,1.08562,1.31080,0.28137,0.42786,0.23269,2.74073,0.59260,0.89977,0.51224,0.00000,16.64320,12.13680,4.50640,17.52566,12.78032,4.74534,1.83055
