NUTS3_addit_demolition,gfa_sfh_1977,gfa_sfh_77_90,gfa_sfh_90_17,gfa_sfh_2017__,gfa_mfh_1977,gfa_mfh_77_90,gfa_mfh_90_17,gfa_mfh_2017__,gfa_nres_1977,gfa_nres_77_90,gfa_nres_90_17,gfa_nres_2017__,XXX,gfa_total_2017,gfa_res_2017,gfa_nres_2017,gfa_total,gfa_re,gfa_nres,gfa_new
f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4
,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2
-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,686.03461,555.18292,130.85170,0.00000,0.00000,0.00000,0.00000
-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,80.85081,55.76019,25.09063,0.00000,0.00000,0.00000,0.00000
-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,80.85081,55.76019,25.09063,0.00000,0.00000,0.00000,0.00000
0.00000,6.51542,0.68943,1.38152,1.72965,32.25443,3.41406,6.84197,8.58201,17.31134,1.85234,3.70014,4.76839,0.00000,80.85081,55.76019,25.09063,89.04071,61.40849,27.63221,15.08004
-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,386.23920,315.07742,71.16177,0.00000,0.00000,0.00000,0.00000
-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,109.80583,87.92773,21.87811,0.00000,0.00000,0.00000,0.00000
0.00000,11.65381,4.82907,6.02699,2.98341,12.62784,5.23428,6.53338,3.24110,6.56561,2.75113,3.42278,1.73979,0.00000,63.47016,49.87728,13.59289,67.60915,53.12986,14.47930,7.96429
0.00000,4.91929,2.55051,3.86423,1.41828,1.75881,0.91217,1.38215,0.50832,1.58556,0.83128,1.25549,0.47132,0.00000,20.08796,16.20877,3.87919,21.45741,17.31376,4.14365,2.39792
