NUTS3_addit_demolition,gfa_sfh_1977,gfa_sfh_77_90,gfa_sfh_90_17,gfa_sfh_2017__,gfa_mfh_1977,gfa_mfh_77_90,gfa_mfh_90_17,gfa_mfh_2017__,gfa_nres_1977,gfa_nres_77_90,gfa_nres_90_17,gfa_nres_2017__,XXX,gfa_total_2017,gfa_res_2017,gfa_nres_2017,gfa_total,gfa_re,gfa_nres,gfa_new
f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4
,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2,Mio.m2
-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,744.46362,555.19098,189.27264,0.00000,0.00000,0.00000,0.00000
-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,92.05376,55.76100,36.29276,0.00000,0.00000,0.00000,0.00000
-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,92.05376,55.76100,36.29276,0.00000,0.00000,0.00000,0.00000
1.00000,10.22660,0.90928,1.17124,4.88378,28.67518,2.55101,3.28625,13.72901,24.92400,2.26430,2.89550,12.50369,0.00000,92.05376,55.76100,36.29276,108.01984,65.43236,42.58748,31.11648
-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,418.01514,315.08200,102.93314,0.00000,0.00000,0.00000,0.00000
-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,119.57496,87.92900,31.64596,0.00000,0.00000,0.00000,0.00000
1.00000,17.55403,3.66063,4.45588,7.32943,11.89160,2.48118,3.02050,4.97972,11.42286,2.43390,2.94121,5.02978,0.00000,69.53966,49.87800,19.66166,77.20072,55.37297,21.82775,17.33892
1.00000,7.26499,1.73636,2.66865,3.25487,1.55333,0.37146,0.57096,0.69790,3.00361,0.73349,1.11916,1.41588,0.00000,21.82012,16.20900,5.61112,24.39065,18.11851,6.27214,5.36865
